NAME,B01001_002E,state,county,tract,block group
"Block Group 2, Census Tract 8079, Westmoreland County, Pennsylvania",772,42,129,807900,2
"Block Group 1, Census Tract 8016, Westmoreland County, Pennsylvania",615,42,129,801600,1
"Block Group 1, Census Tract 8004, Westmoreland County, Pennsylvania",731,42,129,800400,1
"Block Group 1, Census Tract 8010.01, Westmoreland County, Pennsylvania",1396,42,129,801001,1
"Block Group 2, Census Tract 8047.02, Westmoreland County, Pennsylvania",848,42,129,804702,2
"Block Group 2, Census Tract 8031, Westmoreland County, Pennsylvania",550,42,129,803100,2
"Block Group 3, Census Tract 8074.02, Westmoreland County, Pennsylvania",1049,42,129,807402,3
"Block Group 2, Census Tract 8011, Westmoreland County, Pennsylvania",902,42,129,801100,2
"Block Group 3, Census Tract 8011, Westmoreland County, Pennsylvania",549,42,129,801100,3
"Block Group 3, Census Tract 8037, Westmoreland County, Pennsylvania",458,42,129,803700,3
"Block Group 1, Census Tract 8073, Westmoreland County, Pennsylvania",1013,42,129,807300,1
"Block Group 1, Census Tract 8018, Westmoreland County, Pennsylvania",374,42,129,801800,1
"Block Group 4, Census Tract 8018, Westmoreland County, Pennsylvania",582,42,129,801800,4
"Block Group 3, Census Tract 8031, Westmoreland County, Pennsylvania",410,42,129,803100,3
"Block Group 2, Census Tract 8076, Westmoreland County, Pennsylvania",550,42,129,807600,2
"Block Group 2, Census Tract 8077, Westmoreland County, Pennsylvania",542,42,129,807700,2
"Block Group 3, Census Tract 8078, Westmoreland County, Pennsylvania",660,42,129,807800,3
"Block Group 2, Census Tract 8043, Westmoreland County, Pennsylvania",567,42,129,804300,2
"Block Group 1, Census Tract 8050, Westmoreland County, Pennsylvania",650,42,129,805000,1
"Block Group 2, Census Tract 8054, Westmoreland County, Pennsylvania",345,42,129,805400,2
"Block Group 2, Census Tract 8064, Westmoreland County, Pennsylvania",610,42,129,806400,2
"Block Group 1, Census Tract 8066, Westmoreland County, Pennsylvania",869,42,129,806600,1
"Block Group 1, Census Tract 8070, Westmoreland County, Pennsylvania",386,42,129,807000,1
"Block Group 2, Census Tract 8009, Westmoreland County, Pennsylvania",660,42,129,800900,2
"Block Group 2, Census Tract 8021.02, Westmoreland County, Pennsylvania",1162,42,129,802102,2
"Block Group 1, Census Tract 8022, Westmoreland County, Pennsylvania",182,42,129,802200,1
"Block Group 1, Census Tract 8042, Westmoreland County, Pennsylvania",401,42,129,804200,1
"Block Group 1, Census Tract 8021.03, Westmoreland County, Pennsylvania",563,42,129,802103,1
"Block Group 1, Census Tract 8023.01, Westmoreland County, Pennsylvania",720,42,129,802301,1
"Block Group 1, Census Tract 8026, Westmoreland County, Pennsylvania",725,42,129,802600,1
"Block Group 2, Census Tract 8021.01, Westmoreland County, Pennsylvania",1072,42,129,802101,2
"Block Group 1, Census Tract 8081, Westmoreland County, Pennsylvania",675,42,129,808100,1
"Block Group 2, Census Tract 8083, Westmoreland County, Pennsylvania",733,42,129,808300,2
"Block Group 1, Census Tract 8058, Westmoreland County, Pennsylvania",997,42,129,805800,1
"Block Group 2, Census Tract 8033.02, Westmoreland County, Pennsylvania",887,42,129,803302,2
"Block Group 2, Census Tract 8034, Westmoreland County, Pennsylvania",409,42,129,803400,2
"Block Group 3, Census Tract 8069, Westmoreland County, Pennsylvania",517,42,129,806900,3
"Block Group 2, Census Tract 8010.02, Westmoreland County, Pennsylvania",683,42,129,801002,2
"Block Group 3, Census Tract 8012, Westmoreland County, Pennsylvania",1369,42,129,801200,3
"Block Group 3, Census Tract 8013, Westmoreland County, Pennsylvania",867,42,129,801300,3
"Block Group 1, Census Tract 8019, Westmoreland County, Pennsylvania",573,42,129,801900,1
"Block Group 1, Census Tract 8030, Westmoreland County, Pennsylvania",840,42,129,803000,1
"Block Group 1, Census Tract 8065, Westmoreland County, Pennsylvania",454,42,129,806500,1
"Block Group 1, Census Tract 8067, Westmoreland County, Pennsylvania",703,42,129,806700,1
"Block Group 2, Census Tract 8025, Westmoreland County, Pennsylvania",579,42,129,802500,2
"Block Group 1, Census Tract 8028, Westmoreland County, Pennsylvania",656,42,129,802800,1
"Block Group 2, Census Tract 8033.01, Westmoreland County, Pennsylvania",825,42,129,803301,2
"Block Group 1, Census Tract 8046, Westmoreland County, Pennsylvania",365,42,129,804600,1
"Block Group 1, Census Tract 8072, Westmoreland County, Pennsylvania",665,42,129,807200,1
"Block Group 2, Census Tract 8082, Westmoreland County, Pennsylvania",880,42,129,808200,2
"Block Group 1, Census Tract 8015, Westmoreland County, Pennsylvania",622,42,129,801500,1
"Block Group 3, Census Tract 8029, Westmoreland County, Pennsylvania",738,42,129,802900,3
"Block Group 3, Census Tract 8024, Westmoreland County, Pennsylvania",657,42,129,802400,3
"Block Group 2, Census Tract 8045.01, Westmoreland County, Pennsylvania",526,42,129,804501,2
"Block Group 3, Census Tract 8017.02, Westmoreland County, Pennsylvania",766,42,129,801702,3
"Block Group 2, Census Tract 8017.02, Westmoreland County, Pennsylvania",758,42,129,801702,2
"Block Group 3, Census Tract 8022, Westmoreland County, Pennsylvania",339,42,129,802200,3
"Block Group 1, Census Tract 8023.04, Westmoreland County, Pennsylvania",1335,42,129,802304,1
"Block Group 1, Census Tract 8060, Westmoreland County, Pennsylvania",417,42,129,806000,1
"Block Group 4, Census Tract 8029, Westmoreland County, Pennsylvania",918,42,129,802900,4
"Block Group 4, Census Tract 8045.02, Westmoreland County, Pennsylvania",672,42,129,804502,4
"Block Group 2, Census Tract 8059.02, Westmoreland County, Pennsylvania",557,42,129,805902,2
"Block Group 4, Census Tract 8074.02, Westmoreland County, Pennsylvania",973,42,129,807402,4
"Block Group 2, Census Tract 8084.01, Westmoreland County, Pennsylvania",555,42,129,808401,2
"Block Group 2, Census Tract 8024, Westmoreland County, Pennsylvania",554,42,129,802400,2
"Block Group 2, Census Tract 5301, Forest County, Pennsylvania",117,42,053,530100,2
"Block Group 3, Census Tract 5301, Forest County, Pennsylvania",201,42,053,530100,3
"Block Group 1, Census Tract 5302.01, Forest County, Pennsylvania",65,42,053,530201,1
"Block Group 2, Census Tract 5302.01, Forest County, Pennsylvania",284,42,053,530201,2
"Block Group 1, Census Tract 5303, Forest County, Pennsylvania",629,42,053,530300,1
"Block Group 1, Census Tract 5301, Forest County, Pennsylvania",272,42,053,530100,1
"Block Group 4, Census Tract 5301, Forest County, Pennsylvania",4060,42,053,530100,4
"Block Group 3, Census Tract 5302.01, Forest County, Pennsylvania",179,42,053,530201,3
"Block Group 2, Census Tract 3006, Monroe County, Pennsylvania",761,42,089,300600,2
"Block Group 1, Census Tract 3006, Monroe County, Pennsylvania",724,42,089,300600,1
"Block Group 1, Census Tract 3007, Monroe County, Pennsylvania",836,42,089,300700,1
"Block Group 1, Census Tract 3001.01, Monroe County, Pennsylvania",547,42,089,300101,1
"Block Group 3, Census Tract 3001.02, Monroe County, Pennsylvania",773,42,089,300102,3
"Block Group 3, Census Tract 3008, Monroe County, Pennsylvania",657,42,089,300800,3
"Block Group 5, Census Tract 3008, Monroe County, Pennsylvania",659,42,089,300800,5
"Block Group 2, Census Tract 3003.01, Monroe County, Pennsylvania",1115,42,089,300301,2
"Block Group 1, Census Tract 3004.01, Monroe County, Pennsylvania",404,42,089,300401,1
"Block Group 2, Census Tract 3004.01, Monroe County, Pennsylvania",1856,42,089,300401,2
"Block Group 2, Census Tract 3009, Monroe County, Pennsylvania",337,42,089,300900,2
"Block Group 3, Census Tract 3013.01, Monroe County, Pennsylvania",1222,42,089,301301,3
"Block Group 4, Census Tract 3013.01, Monroe County, Pennsylvania",524,42,089,301301,4
"Block Group 2, Census Tract 3013.01, Monroe County, Pennsylvania",566,42,089,301301,2
"Block Group 1, Census Tract 3003.04, Monroe County, Pennsylvania",437,42,089,300304,1
"Block Group 3, Census Tract 3002.02, Monroe County, Pennsylvania",586,42,089,300202,3
"Block Group 3, Census Tract 3003.01, Monroe County, Pennsylvania",402,42,089,300301,3
"Block Group 3, Census Tract 3003.04, Monroe County, Pennsylvania",598,42,089,300304,3
"Block Group 1, Census Tract 3003.05, Monroe County, Pennsylvania",271,42,089,300305,1
"Block Group 2, Census Tract 3003.05, Monroe County, Pennsylvania",1542,42,089,300305,2
"Block Group 1, Census Tract 3003.07, Monroe County, Pennsylvania",535,42,089,300307,1
"Block Group 2, Census Tract 3003.07, Monroe County, Pennsylvania",1673,42,089,300307,2
"Block Group 3, Census Tract 3003.07, Monroe County, Pennsylvania",1408,42,089,300307,3
"Block Group 2, Census Tract 3003.08, Monroe County, Pennsylvania",1104,42,089,300308,2
"Block Group 1, Census Tract 3003.09, Monroe County, Pennsylvania",1387,42,089,300309,1
"Block Group 3, Census Tract 3003.09, Monroe County, Pennsylvania",382,42,089,300309,3
"Block Group 1, Census Tract 3003.11, Monroe County, Pennsylvania",202,42,089,300311,1
"Block Group 1, Census Tract 3003.12, Monroe County, Pennsylvania",423,42,089,300312,1
"Block Group 2, Census Tract 3003.12, Monroe County, Pennsylvania",436,42,089,300312,2
"Block Group 1, Census Tract 3004.02, Monroe County, Pennsylvania",389,42,089,300402,1
"Block Group 2, Census Tract 3005.01, Monroe County, Pennsylvania",909,42,089,300501,2
"Block Group 2, Census Tract 3004.02, Monroe County, Pennsylvania",908,42,089,300402,2
"Block Group 2, Census Tract 3004.03, Monroe County, Pennsylvania",420,42,089,300403,2
"Block Group 3, Census Tract 3004.03, Monroe County, Pennsylvania",1675,42,089,300403,3
"Block Group 1, Census Tract 3005.02, Monroe County, Pennsylvania",1572,42,089,300502,1
"Block Group 3, Census Tract 3006, Monroe County, Pennsylvania",796,42,089,300600,3
"Block Group 2, Census Tract 3007, Monroe County, Pennsylvania",666,42,089,300700,2
"Block Group 3, Census Tract 3009, Monroe County, Pennsylvania",1630,42,089,300900,3
"Block Group 1, Census Tract 3010.01, Monroe County, Pennsylvania",2490,42,089,301001,1
"Block Group 2, Census Tract 3001.01, Monroe County, Pennsylvania",1544,42,089,300101,2
"Block Group 1, Census Tract 3002.01, Monroe County, Pennsylvania",684,42,089,300201,1
"Block Group 2, Census Tract 3002.01, Monroe County, Pennsylvania",902,42,089,300201,2
"Block Group 1, Census Tract 3002.02, Monroe County, Pennsylvania",836,42,089,300202,1
"Block Group 2, Census Tract 3002.02, Monroe County, Pennsylvania",501,42,089,300202,2
"Block Group 2, Census Tract 3010.01, Monroe County, Pennsylvania",876,42,089,301001,2
"Block Group 3, Census Tract 3010.01, Monroe County, Pennsylvania",1308,42,089,301001,3
"Block Group 1, Census Tract 3010.02, Monroe County, Pennsylvania",654,42,089,301002,1
"Block Group 2, Census Tract 3010.02, Monroe County, Pennsylvania",410,42,089,301002,2
"Block Group 2, Census Tract 3011.01, Monroe County, Pennsylvania",1418,42,089,301101,2
"Block Group 3, Census Tract 3011.01, Monroe County, Pennsylvania",808,42,089,301101,3
"Block Group 2, Census Tract 3011.02, Monroe County, Pennsylvania",863,42,089,301102,2
"Block Group 1, Census Tract 3012.02, Monroe County, Pennsylvania",580,42,089,301202,1
"Block Group 3, Census Tract 3012.02, Monroe County, Pennsylvania",677,42,089,301202,3
"Block Group 1, Census Tract 3012.03, Monroe County, Pennsylvania",1062,42,089,301203,1
"Block Group 3, Census Tract 3012.03, Monroe County, Pennsylvania",901,42,089,301203,3
"Block Group 1, Census Tract 3012.04, Monroe County, Pennsylvania",1412,42,089,301204,1
"Block Group 1, Census Tract 3012.05, Monroe County, Pennsylvania",1697,42,089,301205,1
"Block Group 2, Census Tract 3012.05, Monroe County, Pennsylvania",500,42,089,301205,2
"Block Group 1, Census Tract 3013.02, Monroe County, Pennsylvania",685,42,089,301302,1
"Block Group 2, Census Tract 3013.02, Monroe County, Pennsylvania",712,42,089,301302,2
"Block Group 1, Census Tract 3014.01, Monroe County, Pennsylvania",866,42,089,301401,1
"Block Group 2, Census Tract 3014.01, Monroe County, Pennsylvania",1528,42,089,301401,2
"Block Group 1, Census Tract 3014.02, Monroe County, Pennsylvania",540,42,089,301402,1
"Block Group 2, Census Tract 3014.02, Monroe County, Pennsylvania",1168,42,089,301402,2
"Block Group 3, Census Tract 3014.02, Monroe County, Pennsylvania",708,42,089,301402,3
"Block Group 3, Census Tract 3007, Monroe County, Pennsylvania",1081,42,089,300700,3
"Block Group 3, Census Tract 3004.02, Monroe County, Pennsylvania",1328,42,089,300402,3
"Block Group 2, Census Tract 3001.02, Monroe County, Pennsylvania",1555,42,089,300102,2
"Block Group 2, Census Tract 3008, Monroe County, Pennsylvania",259,42,089,300800,2
"Block Group 4, Census Tract 3008, Monroe County, Pennsylvania",641,42,089,300800,4
"Block Group 1, Census Tract 3003.01, Monroe County, Pennsylvania",365,42,089,300301,1
"Block Group 1, Census Tract 3009, Monroe County, Pennsylvania",365,42,089,300900,1
"Block Group 1, Census Tract 3013.01, Monroe County, Pennsylvania",1523,42,089,301301,1
"Block Group 2, Census Tract 3003.04, Monroe County, Pennsylvania",927,42,089,300304,2
"Block Group 4, Census Tract 3002.02, Monroe County, Pennsylvania",981,42,089,300202,4
"Block Group 4, Census Tract 3003.04, Monroe County, Pennsylvania",1603,42,089,300304,4
"Block Group 3, Census Tract 3003.05, Monroe County, Pennsylvania",1506,42,089,300305,3
"Block Group 1, Census Tract 3003.08, Monroe County, Pennsylvania",150,42,089,300308,1
"Block Group 2, Census Tract 3003.09, Monroe County, Pennsylvania",499,42,089,300309,2
"Block Group 2, Census Tract 3003.11, Monroe County, Pennsylvania",469,42,089,300311,2
"Block Group 3, Census Tract 3004.01, Monroe County, Pennsylvania",328,42,089,300401,3
"Block Group 1, Census Tract 3004.03, Monroe County, Pennsylvania",1530,42,089,300403,1
"Block Group 1, Census Tract 3005.01, Monroe County, Pennsylvania",460,42,089,300501,1
"Block Group 2, Census Tract 3005.02, Monroe County, Pennsylvania",1173,42,089,300502,2
"Block Group 1, Census Tract 3008, Monroe County, Pennsylvania",783,42,089,300800,1
"Block Group 1, Census Tract 3001.02, Monroe County, Pennsylvania",876,42,089,300102,1
"Block Group 3, Census Tract 3002.01, Monroe County, Pennsylvania",427,42,089,300201,3
"Block Group 4, Census Tract 3010.01, Monroe County, Pennsylvania",976,42,089,301001,4
"Block Group 1, Census Tract 3011.01, Monroe County, Pennsylvania",484,42,089,301101,1
"Block Group 1, Census Tract 3011.02, Monroe County, Pennsylvania",790,42,089,301102,1
"Block Group 2, Census Tract 3012.02, Monroe County, Pennsylvania",956,42,089,301202,2
"Block Group 2, Census Tract 3012.03, Monroe County, Pennsylvania",973,42,089,301203,2
"Block Group 2, Census Tract 3012.04, Monroe County, Pennsylvania",650,42,089,301204,2
"Block Group 3, Census Tract 3012.05, Monroe County, Pennsylvania",1575,42,089,301205,3
"Block Group 3, Census Tract 288, Philadelphia County, Pennsylvania",639,42,101,028800,3
"Block Group 1, Census Tract 288, Philadelphia County, Pennsylvania",828,42,101,028800,1
"Block Group 2, Census Tract 298, Philadelphia County, Pennsylvania",348,42,101,029800,2
"Block Group 4, Census Tract 298, Philadelphia County, Pennsylvania",696,42,101,029800,4
"Block Group 3, Census Tract 298, Philadelphia County, Pennsylvania",165,42,101,029800,3
"Block Group 1, Census Tract 298, Philadelphia County, Pennsylvania",715,42,101,029800,1
"Block Group 5, Census Tract 298, Philadelphia County, Pennsylvania",287,42,101,029800,5
"Block Group 2, Census Tract 111, Philadelphia County, Pennsylvania",256,42,101,011100,2
"Block Group 3, Census Tract 111, Philadelphia County, Pennsylvania",205,42,101,011100,3
"Block Group 1, Census Tract 111, Philadelphia County, Pennsylvania",157,42,101,011100,1
"Block Group 4, Census Tract 111, Philadelphia County, Pennsylvania",441,42,101,011100,4
"Block Group 5, Census Tract 111, Philadelphia County, Pennsylvania",326,42,101,011100,5
"Block Group 1, Census Tract 82, Philadelphia County, Pennsylvania",36,42,101,008200,1
"Block Group 6, Census Tract 82, Philadelphia County, Pennsylvania",527,42,101,008200,6
"Block Group 2, Census Tract 82, Philadelphia County, Pennsylvania",737,42,101,008200,2
"Block Group 4, Census Tract 82, Philadelphia County, Pennsylvania",109,42,101,008200,4
"Block Group 5, Census Tract 82, Philadelphia County, Pennsylvania",184,42,101,008200,5
"Block Group 7, Census Tract 82, Philadelphia County, Pennsylvania",261,42,101,008200,7
"Block Group 2, Census Tract 83.01, Philadelphia County, Pennsylvania",977,42,101,008301,2
"Block Group 3, Census Tract 83.01, Philadelphia County, Pennsylvania",501,42,101,008301,3
"Block Group 1, Census Tract 83.02, Philadelphia County, Pennsylvania",436,42,101,008302,1
"Block Group 4, Census Tract 254, Philadelphia County, Pennsylvania",508,42,101,025400,4
"Block Group 2, Census Tract 254, Philadelphia County, Pennsylvania",799,42,101,025400,2
"Block Group 3, Census Tract 254, Philadelphia County, Pennsylvania",497,42,101,025400,3
"Block Group 3, Census Tract 260, Philadelphia County, Pennsylvania",449,42,101,026000,3
"Block Group 4, Census Tract 264, Philadelphia County, Pennsylvania",1118,42,101,026400,4
"Block Group 1, Census Tract 260, Philadelphia County, Pennsylvania",397,42,101,026000,1
"Block Group 2, Census Tract 263.02, Philadelphia County, Pennsylvania",932,42,101,026302,2
"Block Group 3, Census Tract 263.02, Philadelphia County, Pennsylvania",255,42,101,026302,3
"Block Group 1, Census Tract 264, Philadelphia County, Pennsylvania",368,42,101,026400,1
"Block Group 2, Census Tract 264, Philadelphia County, Pennsylvania",109,42,101,026400,2
"Block Group 5, Census Tract 264, Philadelphia County, Pennsylvania",437,42,101,026400,5
"Block Group 3, Census Tract 264, Philadelphia County, Pennsylvania",137,42,101,026400,3
"Block Group 1, Census Tract 271, Philadelphia County, Pennsylvania",402,42,101,027100,1
"Block Group 3, Census Tract 271, Philadelphia County, Pennsylvania",423,42,101,027100,3
"Block Group 4, Census Tract 278, Philadelphia County, Pennsylvania",605,42,101,027800,4
"Block Group 2, Census Tract 278, Philadelphia County, Pennsylvania",411,42,101,027800,2
"Block Group 1, Census Tract 20, Philadelphia County, Pennsylvania",688,42,101,002000,1
"Block Group 1, Census Tract 39.01, Philadelphia County, Pennsylvania",943,42,101,003901,1
"Block Group 3, Census Tract 62, Philadelphia County, Pennsylvania",334,42,101,006200,3
"Block Group 4, Census Tract 62, Philadelphia County, Pennsylvania",566,42,101,006200,4
"Block Group 1, Census Tract 62, Philadelphia County, Pennsylvania",468,42,101,006200,1
"Block Group 3, Census Tract 39.02, Philadelphia County, Pennsylvania",490,42,101,003902,3
"Block Group 2, Census Tract 78, Philadelphia County, Pennsylvania",214,42,101,007800,2
"Block Group 3, Census Tract 78, Philadelphia County, Pennsylvania",417,42,101,007800,3
"Block Group 5, Census Tract 78, Philadelphia County, Pennsylvania",599,42,101,007800,5
"Block Group 1, Census Tract 78, Philadelphia County, Pennsylvania",523,42,101,007800,1
"Block Group 2, Census Tract 93, Philadelphia County, Pennsylvania",723,42,101,009300,2
"Block Group 3, Census Tract 334, Philadelphia County, Pennsylvania",558,42,101,033400,3
"Block Group 2, Census Tract 361, Philadelphia County, Pennsylvania",347,42,101,036100,2
"Block Group 1, Census Tract 339, Philadelphia County, Pennsylvania",418,42,101,033900,1
"Block Group 2, Census Tract 339, Philadelphia County, Pennsylvania",822,42,101,033900,2
"Block Group 3, Census Tract 339, Philadelphia County, Pennsylvania",289,42,101,033900,3
"Block Group 1, Census Tract 361, Philadelphia County, Pennsylvania",537,42,101,036100,1
"Block Group 1, Census Tract 335, Philadelphia County, Pennsylvania",550,42,101,033500,1
"Block Group 3, Census Tract 335, Philadelphia County, Pennsylvania",464,42,101,033500,3
"Block Group 2, Census Tract 335, Philadelphia County, Pennsylvania",817,42,101,033500,2
"Block Group 3, Census Tract 153, Philadelphia County, Pennsylvania",345,42,101,015300,3
"Block Group 3, Census Tract 157, Philadelphia County, Pennsylvania",472,42,101,015700,3
"Block Group 2, Census Tract 157, Philadelphia County, Pennsylvania",759,42,101,015700,2
"Block Group 1, Census Tract 157, Philadelphia County, Pennsylvania",313,42,101,015700,1
"Block Group 3, Census Tract 160, Philadelphia County, Pennsylvania",973,42,101,016000,3
"Block Group 2, Census Tract 160, Philadelphia County, Pennsylvania",431,42,101,016000,2
"Block Group 4, Census Tract 160, Philadelphia County, Pennsylvania",338,42,101,016000,4
"Block Group 7, Census Tract 160, Philadelphia County, Pennsylvania",544,42,101,016000,7
"Block Group 1, Census Tract 160, Philadelphia County, Pennsylvania",274,42,101,016000,1
"Block Group 3, Census Tract 168, Philadelphia County, Pennsylvania",174,42,101,016800,3
"Block Group 2, Census Tract 168, Philadelphia County, Pennsylvania",213,42,101,016800,2
"Block Group 6, Census Tract 168, Philadelphia County, Pennsylvania",363,42,101,016800,6
"Block Group 4, Census Tract 168, Philadelphia County, Pennsylvania",144,42,101,016800,4
"Block Group 2, Census Tract 239, Philadelphia County, Pennsylvania",203,42,101,023900,2
"Block Group 1, Census Tract 239, Philadelphia County, Pennsylvania",423,42,101,023900,1
"Block Group 3, Census Tract 242, Philadelphia County, Pennsylvania",378,42,101,024200,3
"Block Group 1, Census Tract 242, Philadelphia County, Pennsylvania",353,42,101,024200,1
"Block Group 3, Census Tract 245, Philadelphia County, Pennsylvania",352,42,101,024500,3
"Block Group 1, Census Tract 245, Philadelphia County, Pennsylvania",566,42,101,024500,1
"Block Group 2, Census Tract 245, Philadelphia County, Pennsylvania",378,42,101,024500,2
"Block Group 1, Census Tract 237, Philadelphia County, Pennsylvania",375,42,101,023700,1
"Block Group 4, Census Tract 237, Philadelphia County, Pennsylvania",807,42,101,023700,4
"Block Group 3, Census Tract 237, Philadelphia County, Pennsylvania",359,42,101,023700,3
"Block Group 1, Census Tract 363.01, Philadelphia County, Pennsylvania",868,42,101,036301,1
"Block Group 2, Census Tract 358, Philadelphia County, Pennsylvania",551,42,101,035800,2
"Block Group 3, Census Tract 358, Philadelphia County, Pennsylvania",907,42,101,035800,3
"Block Group 2, Census Tract 359, Philadelphia County, Pennsylvania",1212,42,101,035900,2
"Block Group 1, Census Tract 359, Philadelphia County, Pennsylvania",1321,42,101,035900,1
"Block Group 4, Census Tract 83.02, Philadelphia County, Pennsylvania",542,42,101,008302,4
"Block Group 2, Census Tract 362.01, Philadelphia County, Pennsylvania",387,42,101,036201,2
"Block Group 1, Census Tract 362.01, Philadelphia County, Pennsylvania",707,42,101,036201,1
"Block Group 1, Census Tract 362.02, Philadelphia County, Pennsylvania",653,42,101,036202,1
"Block Group 2, Census Tract 362.02, Philadelphia County, Pennsylvania",619,42,101,036202,2
"Block Group 4, Census Tract 362.02, Philadelphia County, Pennsylvania",848,42,101,036202,4
"Block Group 2, Census Tract 106, Philadelphia County, Pennsylvania",477,42,101,010600,2
"Block Group 1, Census Tract 286, Philadelphia County, Pennsylvania",1044,42,101,028600,1
"Block Group 2, Census Tract 244, Philadelphia County, Pennsylvania",413,42,101,024400,2
"Block Group 1, Census Tract 244, Philadelphia County, Pennsylvania",377,42,101,024400,1
"Block Group 4, Census Tract 286, Philadelphia County, Pennsylvania",399,42,101,028600,4
"Block Group 1, Census Tract 1, Philadelphia County, Pennsylvania",822,42,101,000100,1
"Block Group 4, Census Tract 13, Philadelphia County, Pennsylvania",432,42,101,001300,4
"Block Group 1, Census Tract 13, Philadelphia County, Pennsylvania",251,42,101,001300,1
"Block Group 2, Census Tract 13, Philadelphia County, Pennsylvania",474,42,101,001300,2
"Block Group 5, Census Tract 13, Philadelphia County, Pennsylvania",1684,42,101,001300,5
"Block Group 4, Census Tract 190, Philadelphia County, Pennsylvania",864,42,101,019000,4
"Block Group 3, Census Tract 307, Philadelphia County, Pennsylvania",956,42,101,030700,3
"Block Group 1, Census Tract 307, Philadelphia County, Pennsylvania",370,42,101,030700,1
"Block Group 1, Census Tract 312, Philadelphia County, Pennsylvania",803,42,101,031200,1
"Block Group 3, Census Tract 190, Philadelphia County, Pennsylvania",722,42,101,019000,3
"Block Group 2, Census Tract 190, Philadelphia County, Pennsylvania",697,42,101,019000,2
"Block Group 1, Census Tract 206, Philadelphia County, Pennsylvania",703,42,101,020600,1
"Block Group 3, Census Tract 215, Philadelphia County, Pennsylvania",444,42,101,021500,3
"Block Group 2, Census Tract 215, Philadelphia County, Pennsylvania",687,42,101,021500,2
"Block Group 4, Census Tract 215, Philadelphia County, Pennsylvania",438,42,101,021500,4
"Block Group 2, Census Tract 216, Philadelphia County, Pennsylvania",650,42,101,021600,2
"Block Group 1, Census Tract 220, Philadelphia County, Pennsylvania",690,42,101,022000,1
"Block Group 1, Census Tract 6, Philadelphia County, Pennsylvania",541,42,101,000600,1
"Block Group 2, Census Tract 33, Philadelphia County, Pennsylvania",443,42,101,003300,2
"Block Group 2, Census Tract 293, Philadelphia County, Pennsylvania",738,42,101,029300,2
"Block Group 1, Census Tract 293, Philadelphia County, Pennsylvania",744,42,101,029300,1
"Block Group 1, Census Tract 302, Philadelphia County, Pennsylvania",785,42,101,030200,1
"Block Group 3, Census Tract 302, Philadelphia County, Pennsylvania",1102,42,101,030200,3
"Block Group 5, Census Tract 302, Philadelphia County, Pennsylvania",653,42,101,030200,5
"Block Group 6, Census Tract 306, Philadelphia County, Pennsylvania",222,42,101,030600,6
"Block Group 1, Census Tract 306, Philadelphia County, Pennsylvania",354,42,101,030600,1
"Block Group 3, Census Tract 306, Philadelphia County, Pennsylvania",429,42,101,030600,3
"Block Group 7, Census Tract 306, Philadelphia County, Pennsylvania",834,42,101,030600,7
"Block Group 2, Census Tract 306, Philadelphia County, Pennsylvania",590,42,101,030600,2
"Block Group 7, Census Tract 316, Philadelphia County, Pennsylvania",485,42,101,031600,7
"Block Group 5, Census Tract 316, Philadelphia County, Pennsylvania",225,42,101,031600,5
"Block Group 3, Census Tract 316, Philadelphia County, Pennsylvania",388,42,101,031600,3
"Block Group 4, Census Tract 316, Philadelphia County, Pennsylvania",301,42,101,031600,4
"Block Group 4, Census Tract 317, Philadelphia County, Pennsylvania",463,42,101,031700,4
"Block Group 1, Census Tract 141, Philadelphia County, Pennsylvania",852,42,101,014100,1
"Block Group 3, Census Tract 317, Philadelphia County, Pennsylvania",357,42,101,031700,3
"Block Group 1, Census Tract 317, Philadelphia County, Pennsylvania",854,42,101,031700,1
"Block Group 1, Census Tract 140, Philadelphia County, Pennsylvania",952,42,101,014000,1
"Block Group 2, Census Tract 141, Philadelphia County, Pennsylvania",424,42,101,014100,2
"Block Group 2, Census Tract 317, Philadelphia County, Pennsylvania",571,42,101,031700,2
"Block Group 4, Census Tract 318, Philadelphia County, Pennsylvania",377,42,101,031800,4
"Block Group 1, Census Tract 318, Philadelphia County, Pennsylvania",535,42,101,031800,1
"Block Group 1, Census Tract 323, Philadelphia County, Pennsylvania",274,42,101,032300,1
"Block Group 3, Census Tract 323, Philadelphia County, Pennsylvania",790,42,101,032300,3
"Block Group 1, Census Tract 334, Philadelphia County, Pennsylvania",435,42,101,033400,1
"Block Group 4, Census Tract 334, Philadelphia County, Pennsylvania",1267,42,101,033400,4
"Block Group 3, Census Tract 40.02, Philadelphia County, Pennsylvania",475,42,101,004002,3
"Block Group 1, Census Tract 40.02, Philadelphia County, Pennsylvania",322,42,101,004002,1
"Block Group 4, Census Tract 40.02, Philadelphia County, Pennsylvania",470,42,101,004002,4
"Block Group 2, Census Tract 40.02, Philadelphia County, Pennsylvania",891,42,101,004002,2
"Block Group 2, Census Tract 42.01, Philadelphia County, Pennsylvania",1050,42,101,004201,2
"Block Group 3, Census Tract 42.01, Philadelphia County, Pennsylvania",410,42,101,004201,3
"Block Group 4, Census Tract 42.01, Philadelphia County, Pennsylvania",680,42,101,004201,4
"Block Group 1, Census Tract 42.01, Philadelphia County, Pennsylvania",355,42,101,004201,1
"Block Group 1, Census Tract 56, Philadelphia County, Pennsylvania",523,42,101,005600,1
"Block Group 3, Census Tract 67, Philadelphia County, Pennsylvania",376,42,101,006700,3
